n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_imgs,num_videos,average_token_length,global_rate_positive_words,global_rate_negative_words,avg_positive_polarity,avg_negative_polarity,title_subjectivity,title_sentiment_polarity,shares,publish_day,data_channel
7.0,251.0,0.615702476795,0.999999993902,0.713414629796,1.0,1.0,1.0,4.80876494024,0.0278884462151,0.0597609561753,0.178917748918,-0.150925925926,0.375,-0.0625,545,2,5
11.0,317.0,0.611464966206,0.999999995169,0.72946859551,7.0,1.0,0.0,5.23974763407,0.0378548895899,0.018927444795,0.316468253968,-0.188888888889,0.483333333333,0.416666666667,1800,2,6
12.0,177.0,0.741379306084,0.999999991935,0.822580638528,4.0,1.0,0.0,5.05649717514,0.0677966101695,0.0112994350282,0.416919191919,-0.166666666667,0.5,0.5,1200,2,2
6.0,109.0,0.666666659933,0.999999982456,0.736842092336,3.0,1.0,0.0,4.73394495413,0.0917431192661,0.0183486238532,0.322272727273,-0.1,0.0,0.0,732,2,3
11.0,399.0,0.597989948246,0.99999999569,0.806034479284,8.0,1.0,0.0,4.57894736842,0.0426065162907,0.0225563909774,0.35841609371,-0.310185185185,0.0,0.0,1200,2,6
13.0,460.0,0.499999998884,0.999999996183,0.675572516505,4.0,1.0,0.0,4.46086956522,0.0369565217391,0.00869565217391,0.373083778966,-0.260416666667,0.0,0.0,2800,2,5
9.0,443.0,0.467120180347,0.999999996226,0.588679243062,3.0,1.0,0.0,5.01354401806,0.038374717833,0.0225733634312,0.335294117647,-0.28,0.0,0.0,495,2,6
8.0,218.0,0.662983421751,0.999999992,0.687999994496,14.0,11.0,0.0,4.43577981651,0.0550458715596,0.0183486238532,0.536111111111,-0.2375,0.5,0.5,690,2,4
12.0,988.0,0.427983538654,0.999999998442,0.546728971111,19.0,20.0,0.0,4.6963562753,0.0748987854251,0.0131578947368,0.414875687376,-0.213461538462,0.454545454545,0.136363636364,1300,2,5
6.0,374.0,0.640540538809,0.999999995475,0.828054294896,7.0,1.0,0.0,4.90909090909,0.0374331550802,0.0187165775401,0.360969387755,-0.130357142857,0.0,0.0,552,2,1
5.0,356.0,0.618233616472,0.999999995671,0.766233762917,3.0,12.0,1.0,4.47191011236,0.061797752809,0.0140449438202,0.359417552145,-0.372619047619,0.454545454545,0.136363636364,631,2,2
9.0,1226.0,0.410172272018,0.999999998538,0.616959063425,10.0,1.0,1.0,4.39396411093,0.0228384991843,0.0114192495922,0.39494047619,-0.257738095238,0.0,0.0,4800,2,4
10.0,1121.0,0.450678732624,0.999999998512,0.629464284778,15.0,1.0,0.0,4.79036574487,0.0561998215879,0.0133809099019,0.372304679448,-0.316666666667,0.0,0.0,851,2,4
12.0,288.0,0.589473682142,0.999999994048,0.726190471868,5.0,0.0,0.0,4.38194444444,0.0416666666667,0.0104166666667,0.363888888889,-0.366666666667,0.0,0.0,755,3,6
10.0,414.0,0.606796115032,0.999999996094,0.777343746964,8.0,1.0,0.0,4.9806763285,0.0289855072464,0.0386473429952,0.299597763348,-0.176128472222,0.3,0.2,468,3,6
11.0,134.0,0.702290070975,0.999999988095,0.785714276361,4.0,9.0,0.0,4.4776119403,0.0223880597015,0.00746268656716,0.412121212121,-0.15,0.0,0.0,4600,3,5
11.0,281.0,0.610714283533,0.999999994012,0.766467061279,5.0,1.0,0.0,4.60854092527,0.0462633451957,0.0213523131673,0.322211122211,-0.278472222222,0.0,0.0,1300,3,2
12.0,499.0,0.513026051076,0.999999996689,0.662251653436,14.0,1.0,0.0,5.08416833667,0.0280561122244,0.0100200400802,0.35854978355,-0.235,0.3,0.0,1200,3,1
9.0,268.0,0.477272725465,0.999999993939,0.587878784316,5.0,9.0,0.0,4.85820895522,0.0261194029851,0.00746268656716,0.28538961039,-0.3,0.0,0.0,1100,3,5
7.0,925.0,0.427947597786,0.999999998325,0.549413734423,20.0,20.0,0.0,4.67351351351,0.0778378378378,0.0183783783784,0.422571548822,-0.198039215686,0.0,0.0,1500,3,5
13.0,306.0,0.534653463582,0.999999994536,0.704918028935,3.0,1.0,0.0,4.57843137255,0.0490196078431,0.0,0.298582251082,0.0,0.666666666667,0.333333333333,1200,3,3
10.0,909.0,0.449612402603,0.999999998012,0.669980117952,3.0,1.0,1.0,4.34323432343,0.0649064906491,0.02200220022,0.381027588231,-0.258263888889,0.4,0.1,1700,3,2
12.0,999.0,0.424089068397,0.999999998442,0.556074765489,21.0,20.0,0.0,4.73673673674,0.0850850850851,0.012012012012,0.422460402343,-0.222916666667,0.8,0.4,1200,3,5
12.0,1011.0,0.41389728055,0.999999998403,0.546325877722,20.0,20.0,0.0,4.58259149357,0.0761622156281,0.0118694362018,0.419490920335,-0.222916666667,0.3,0.1,500,3,5
10.0,413.0,0.606435642063,0.999999996429,0.728571425969,6.0,13.0,0.0,4.70217917676,0.0411622276029,0.0121065375303,0.344652406417,-0.408333333333,0.0666666666667,0.0333333333333,455,4,2
9.0,180.0,0.630057799826,0.999999988764,0.820224709885,1.0,0.0,0.0,4.36111111111,0.0166666666667,0.0111111111111,0.453333333333,-0.1625,0.0,0.0,1100,4,5
9.0,759.0,0.498666666002,0.999999997821,0.692810456007,17.0,1.0,0.0,4.65744400527,0.0408432147563,0.00922266139657,0.28389540567,-0.349404761905,0.0,0.0,459,4,3
13.0,1226.0,0.436196830328,0.999999998549,0.645863569454,26.0,1.0,0.0,4.50163132137,0.0554649265905,0.0203915171289,0.369680417622,-0.233428571429,0.0,0.0,1400,4,5
6.0,241.0,0.659574465278,0.999999993151,0.815068487568,5.0,1.0,0.0,4.85062240664,0.0331950207469,0.0124481327801,0.318465909091,-0.130555555556,0.0,0.0,6400,4,2
9.0,168.0,0.778481007731,0.999999990385,0.865384607064,6.0,11.0,0.0,4.67857142857,0.0714285714286,0.047619047619,0.492361111111,-0.502083333333,1.0,-1.0,4800,4,4
10.0,1121.0,0.418099547133,0.999999998584,0.562322945379,20.0,19.0,0.0,4.60927743087,0.0731489741302,0.0223015165031,0.429110442403,-0.295666666667,0.2,-0.1,695,4,5
7.0,376.0,0.569014082904,0.999999995708,0.686695276023,3.0,0.0,11.0,4.45744680851,0.0478723404255,0.00531914893617,0.452314814815,-0.283333333333,0.1,0.0,1900,4,2
9.0,883.0,0.441753171347,0.99999999823,0.566371680414,19.0,19.0,0.0,4.70215175538,0.0826727066818,0.0147225368063,0.43958133191,-0.213461538462,0.0,0.0,663,4,5
6.0,1125.0,0.427787933795,0.999999998626,0.549450548696,36.0,19.0,0.0,4.71022222222,0.064,0.0151111111111,0.422391173641,-0.187324929972,0.0,0.0,302,4,5
10.0,498.0,0.534979422768,0.99999999661,0.701694912876,7.0,1.0,0.0,4.88152610442,0.0481927710843,0.0200803212851,0.331475468975,-0.193055555556,0.0,0.0,971,4,6
12.0,540.0,0.370441458022,0.99999999639,0.50541516063,1.0,10.0,0.0,4.15185185185,0.0203703703704,0.0166666666667,0.345730027548,-0.283333333333,0.0,0.0,1400,4,6
12.0,855.0,0.438534278441,0.999999997788,0.652654865813,5.0,1.0,0.0,4.30058479532,0.0608187134503,0.0140350877193,0.459168747919,-0.260763888889,0.1,0.2,1000,4,2
11.0,223.0,0.662162159179,0.999999992424,0.825757569502,5.0,0.0,0.0,4.55156950673,0.0493273542601,0.0179372197309,0.254545454545,-0.1875,0.0,0.0,1900,4,1
11.0,349.0,0.583333331597,0.999999995455,0.713636360393,10.0,1.0,0.0,4.80229226361,0.0401146131805,0.00286532951289,0.454978354978,-0.3,0.0,0.0,1100,4,2
7.0,1007.0,0.437751003577,0.999999998469,0.565084225781,24.0,20.0,0.0,4.79344587885,0.0754716981132,0.0178748758689,0.415878332194,-0.2625,0.0,0.0,1100,4,1
13.0,464.0,0.546666665452,0.999999996226,0.735849053827,3.0,8.0,1.0,4.4375,0.0560344827586,0.00862068965517,0.342803030303,-0.170138888889,0.0,0.0,1500,4,2
9.0,233.0,0.552884612727,0.999999992063,0.714285708617,5.0,1.0,0.0,4.63519313305,0.0300429184549,0.0128755364807,0.283333333333,-0.118518518519,0.0,0.0,2000,4,3
11.0,1099.0,0.412304866472,0.99999999851,0.55737704835,28.0,20.0,0.0,4.58325750682,0.0682438580528,0.0154686078253,0.414828860029,-0.267647058824,0.3125,0.2375,1200,4,1
7.0,263.0,0.62307692068,0.999999993151,0.808219172546,2.0,0.0,0.0,4.3536121673,0.0494296577947,0.041825095057,0.368598068598,-0.343939393939,0.0,0.0,705,4,5
10.0,468.0,0.534216334362,0.999999996198,0.722433457329,7.0,1.0,0.0,4.52991452991,0.0363247863248,0.0149572649573,0.275267379679,-0.52380952381,0.333333333333,0.25,1900,4,3
9.0,455.0,0.495594712565,0.999999996169,0.659003828893,10.0,1.0,0.0,4.69450549451,0.0505494505495,0.0197802197802,0.353209109731,-0.21164021164,0.288888888889,0.177777777778,2300,4,1
9.0,81.0,0.787499990156,0.99999998,0.9399999812,2.0,0.0,0.0,4.51851851852,0.0246913580247,0.0123456790123,0.15,-0.2,0.0,0.0,575,4,2
11.0,308.0,0.633116881061,0.999999994624,0.806451608567,8.0,1.0,0.0,4.73376623377,0.0454545454545,0.012987012987,0.385884353741,-0.45625,0.0,0.0,1800,4,2
11.0,235.0,0.643776821271,0.999999993151,0.801369857525,5.0,0.0,0.0,5.09787234043,0.0468085106383,0.0127659574468,0.449350649351,-0.125,0.4,0.1,1600,4,5
13.0,141.0,0.643939389061,0.999999987654,0.790123447036,6.0,1.0,0.0,4.58865248227,0.0425531914894,0.0,0.320454545455,0.0,0.0,0.0,1900,4,5
6.0,389.0,0.55555555412,0.999999995349,0.725581391974,9.0,1.0,1.0,4.31619537275,0.0565552699229,0.0102827763496,0.352697756789,-0.322222222222,0.0,0.0,5600,4,6
10.0,261.0,0.598455596145,0.999999993976,0.710843369212,12.0,1.0,0.0,5.14942528736,0.0229885057471,0.0153256704981,0.3,-0.110416666667,0.0,0.0,1500,4,6
9.0,100.0,0.7599999924,0.999999983607,0.803278675356,3.0,1.0,0.0,4.45,0.07,0.0,0.161478045764,0.0,0.428571428571,0.214285714286,9200,4,4
8.0,270.0,0.60077519147,0.999999993827,0.740740736168,5.0,1.0,11.0,4.25925925926,0.0703703703704,0.0111111111111,0.381403508772,-0.408333333333,0.9,-0.6,1700,4,2
10.0,258.0,0.589147284538,0.99999999359,0.737179482454,2.0,11.0,0.0,4.85271317829,0.0193798449612,0.0077519379845,0.333333333333,-0.482142857143,0.0,0.0,752,4,1
10.0,254.0,0.627530361832,0.999999994286,0.697142853159,5.0,0.0,3.0,4.62598425197,0.0196850393701,0.00787401574803,0.31,-0.283333333333,0.6,0.5,19400,4,2
14.0,318.0,0.633440512433,0.999999994595,0.837837833309,7.0,1.0,0.0,4.42767295597,0.0377358490566,0.0157232704403,0.250063131313,-0.413333333333,0.0666666666667,0.0333333333333,1700,4,1
9.0,965.0,0.435146443059,0.999999998387,0.564516128122,20.0,19.0,0.0,4.75544041451,0.0725388601036,0.0155440414508,0.431277674706,-0.288333333333,0.0,0.0,1600,4,5
11.0,1030.0,0.41862745057,0.999999998496,0.54736842023,19.0,20.0,0.0,4.61650485437,0.0747572815534,0.0116504854369,0.410832208917,-0.222916666667,0.642857142857,0.214285714286,788,4,5
9.0,231.0,0.635964909491,0.999999991736,0.826446274162,1.0,0.0,0.0,4.16883116883,0.021645021645,0.012987012987,0.3,-0.32619047619,0.0,0.0,454,4,2
8.0,935.0,0.442036835924,0.999999998361,0.567213113824,23.0,28.0,0.0,4.74652406417,0.0844919786096,0.0139037433155,0.420512630829,-0.215384615385,0.9,0.175,1100,4,5
10.0,701.0,0.480575538877,0.999999997409,0.683937822062,11.0,1.0,1.0,4.45791726106,0.0399429386591,0.0156918687589,0.381417748918,-0.300432900433,0.0,0.0,2800,4,5
12.0,537.0,0.538175045553,0.999999996815,0.742038214197,2.0,1.0,0.0,4.98324022346,0.0297951582868,0.0186219739292,0.334564393939,-0.317083333333,0.7,-0.4,412,4,6
10.0,259.0,0.640624997498,0.999999993631,0.840764325855,4.0,0.0,0.0,4.76061776062,0.030888030888,0.00772200772201,0.301420454545,-0.119047619048,0.0,0.0,1100,4,6
10.0,1596.0,0.419729206693,0.999999998885,0.632107022707,19.0,8.0,0.0,4.63220551378,0.0532581453634,0.0131578947368,0.367459893048,-0.241005291005,0.0666666666667,0.0333333333333,1600,4,4
6.0,164.0,0.587837833866,0.999999989362,0.691489354346,3.0,1.0,0.0,4.65243902439,0.0243902439024,0.0,0.358333333333,0.0,0.0,0.0,2500,4,3
10.0,424.0,0.552567235813,0.999999996324,0.676470585748,8.0,1.0,0.0,4.98113207547,0.0731132075472,0.00235849056604,0.297124703254,-0.25,0.5,0.136363636364,474,4,3
8.0,345.0,0.603658534745,0.999999995,0.74999999625,6.0,1.0,0.0,4.43188405797,0.031884057971,0.031884057971,0.406552538371,-0.410227272727,0.0,0.0,2100,4,2
11.0,459.0,0.563192903408,0.99999999635,0.737226274682,10.0,1.0,0.0,4.81045751634,0.0435729847495,0.0196078431373,0.366520562771,-0.234259259259,0.0,0.0,10400,4,6
11.0,291.0,0.531690138973,0.999999993939,0.666666662626,10.0,1.0,0.0,4.78694158076,0.0309278350515,0.0,0.321717171717,0.0,0.0,0.0,5600,4,5
10.0,614.0,0.53057851152,0.999999997159,0.749999997869,11.0,1.0,0.0,4.75732899023,0.0472312703583,0.014657980456,0.401498357964,-0.247222222222,0.0,0.0,373,4,6
7.0,144.0,0.722627731952,0.999999987013,0.857142846011,9.0,1.0,0.0,4.82638888889,0.0347222222222,0.0277777777778,0.52,-0.147916666667,0.0,0.0,1000,4,1
12.0,249.0,0.597560973181,0.999999993151,0.732876707309,2.0,0.0,0.0,4.5421686747,0.0522088353414,0.0200803212851,0.283941058941,-0.34,0.4,-0.4,3200,4,2
10.0,221.0,0.5799999971,0.99999999187,0.715447148655,2.0,1.0,0.0,4.14027149321,0.0135746606335,0.00904977375566,0.178787878788,-0.125,0.454545454545,0.136363636364,2100,4,5
9.0,82.0,0.786666656178,0.999999979592,0.836734676801,3.0,1.0,0.0,4.9512195122,0.0609756097561,0.0,0.312857142857,0.0,0.0,0.0,727,4,5
11.0,289.0,0.64912280474,0.999999995146,0.776699025356,3.0,13.0,0.0,4.74740484429,0.038062283737,0.0173010380623,0.364187327824,-0.445,0.0,0.0,350,4,2
11.0,173.0,0.723529407509,0.999999991071,0.803571421397,3.0,1.0,0.0,4.93641618497,0.0635838150289,0.0173410404624,0.693939393939,-0.585185185185,0.833333333333,0.666666666667,1900,4,3
10.0,957.0,0.441860464649,0.999999998374,0.575609755162,22.0,20.0,0.0,4.78787878788,0.073145245559,0.0156739811912,0.429134817563,-0.234814814815,0.0,0.0,1200,4,5
10.0,372.0,0.548648647166,0.999999995745,0.689361699194,4.0,1.0,0.0,5.03225806452,0.0349462365591,0.00806451612903,0.26303030303,-0.255555555556,0.1,-0.3,2800,4,6
9.0,330.0,0.501597442487,0.999999995283,0.584905657618,12.0,1.0,0.0,4.65757575758,0.0363636363636,0.0121212121212,0.366666666667,-0.3125,0.333333333333,0.25,648,4,3
8.0,453.0,0.514606740417,0.999999996503,0.622377620201,2.0,9.0,0.0,4.46799116998,0.0529801324503,0.0132450331126,0.30295544733,-0.354497354497,0.0,0.0,1300,4,5
11.0,1265.0,0.40079681243,0.999999998733,0.542458807931,21.0,20.0,0.0,4.54229249012,0.0766798418972,0.0197628458498,0.435918351408,-0.290666666667,0.9,-0.6,1000,4,5
12.0,981.0,0.433884297072,0.999999998408,0.57006369336,20.0,20.0,0.0,4.75840978593,0.0846075433231,0.013251783894,0.411764460439,-0.21858974359,1.0,0.3,1300,4,5
10.0,381.0,0.546174141039,0.999999995146,0.747572811905,8.0,1.0,0.0,4.84776902887,0.0603674540682,0.0209973753281,0.347809617918,-0.228819444444,1.0,0.5,1700,4,3
12.0,292.0,0.626334517344,0.999999994012,0.790419156944,5.0,0.0,0.0,4.49315068493,0.0376712328767,0.00684931506849,0.402066115702,-0.483333333333,0.0,0.0,4600,4,5
9.0,165.0,0.654545450579,0.999999989011,0.835164825987,8.0,1.0,0.0,4.57575757576,0.0606060606061,0.0121212121212,0.394583333333,-0.116666666667,0.0,0.0,2700,4,2
8.0,1020.0,0.413108241894,0.999999998452,0.535603714341,21.0,19.0,0.0,4.64117647059,0.0725490196078,0.0127450980392,0.430938340938,-0.244230769231,0.0,0.0,1700,4,1
