,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
53,0,6,2001,20000,0.44967074317968014,0.001709591297966849,0.520954003407155
54,0,8,2001,28220,0.44967074317968014,0.001709591297966849,0.520954003407155
55,0,1,2002,39460,0.44967074317968014,0.001880781545473796,0.5168654173764906
56,0,3,2002,153868,0.44967074317968014,0.001880781545473796,0.5168654173764906
57,0,6,2002,20000,0.44967074317968014,0.001880781545473796,0.5168654173764906
58,0,8,2002,31617,0.44967074317968014,0.001880781545473796,0.5168654173764906
59,0,1,2004,46197,0.44967074317968014,0.002223189230806544,0.5063032367972743
60,0,3,2004,149346,0.44967074317968014,0.002223189230806544,0.5063032367972743
61,0,6,2004,13333,0.44967074317968014,0.002223189230806544,0.5063032367972743
62,0,8,2004,31130,0.44967074317968014,0.002223189230806544,0.5063032367972743
63,0,1,2005,45442,0.44967074317968014,0.002394379478313491,0.4896081771720614
64,0,3,2005,167061,0.44967074317968014,0.002394379478313491,0.4896081771720614
65,0,6,2005,17500,0.44967074317968014,0.002394379478313491,0.4896081771720614
66,0,8,2005,31582,0.44967074317968014,0.002394379478313491,0.4896081771720614
67,0,1,2006,50111,0.44967074317968014,0.0025655969161392923,0.49812606473594556
68,0,3,2006,170745,0.44967074317968014,0.0025655969161392923,0.49812606473594556
69,0,6,2006,20000,0.44967074317968014,0.0025655969161392923,0.49812606473594556
70,0,8,2006,30787,0.44967074317968014,0.0025655969161392923,0.49812606473594556
71,0,1,2007,46732,0.44967074317968014,0.0027367871636462394,0.523679727427598
72,0,3,2007,188902,0.44967074317968014,0.0027367871636462394,0.523679727427598
73,0,6,2007,20000,0.44967074317968014,0.0027367871636462394,0.523679727427598
74,0,8,2007,35496,0.44967074317968014,0.0027367871636462394,0.523679727427598
75,0,1,2008,50000,0.44967074317968014,0.00290800460147204,0.5250425894378196
76,0,3,2008,193878,0.44967074317968014,0.00290800460147204,0.5250425894378196
77,0,6,2008,20000,0.44967074317968014,0.00290800460147204,0.5250425894378196
78,0,8,2008,40168,0.44967074317968014,0.00290800460147204,0.5250425894378196
79,0,1,2009,55693,0.44967074317968014,0.0030791948489789873,0.5257240204429302
80,0,3,2009,219780,0.44967074317968014,0.0030791948489789873,0.5257240204429302
81,0,6,2009,16667,0.44967074317968014,0.0030791948489789873,0.5257240204429302
82,0,8,2009,40229,0.44967074317968014,0.0030791948489789873,0.5257240204429302
83,0,1,2010,66790,0.44967074317968014,0.0035650042759495433,0.5185689948892676
84,0,3,2010,231111,0.44967074317968014,0.0035650042759495433,0.5185689948892676
85,0,6,2010,16667,0.44967074317968014,0.0035650042759495433,0.5185689948892676
86,0,8,2010,39905,0.44967074317968014,0.0035650042759495433,0.5185689948892676
87,0,1,2011,59869,0.44967074317968014,0.0035417837436479338,0.51618398637138
88,0,3,2011,242211,0.44967074317968014,0.0035417837436479338,0.51618398637138
89,0,6,2011,18519,0.44967074317968014,0.0035417837436479338,0.51618398637138
90,0,8,2011,42301,0.44967074317968014,0.0035417837436479338,0.51618398637138
91,0,1,2012,67290,0.44967074317968014,0.0020833494209386554,0.5247018739352641
92,0,3,2012,250538,0.44967074317968014,0.0020833494209386554,0.5247018739352641
93,0,6,2012,13333,0.44967074317968014,0.0020833494209386554,0.5247018739352641
94,0,8,2012,41096,0.44967074317968014,0.0020833494209386554,0.5247018739352641
95,0,1,2013,69533,0.44967074317968014,0.0026708506404244563,0.5488926746166951
96,0,3,2013,260110,0.44967074317968014,0.0026708506404244563,0.5488926746166951
97,0,6,2013,10000,0.44967074317968014,0.0026708506404244563,0.5488926746166951
98,0,8,2013,41292,0.44967074317968014,0.0026708506404244563,0.5488926746166951
99,1,1,1990,16500,0.011915961116337408,0.004972783034633179,0.5512776831345827
100,1,3,1990,78936,0.011915961116337408,0.004972783034633179,0.5512776831345827
101,1,4,1990,28000,0.011915961116337408,0.004972783034633179,0.5512776831345827
102,1,5,1990,16571,0.011915961116337408,0.004972783034633179,0.5512776831345827
103,1,8,1990,6315,0.011915961116337408,0.004972783034633179,0.5512776831345827
104,1,1,1991,19231,0.011915961116337408,0.006693603934286873,0.5097103918228281
105,1,3,1991,90747,0.011915961116337408,0.006693603934286873,0.5097103918228281
106,1,4,1991,26786,0.011915961116337408,0.006693603934286873,0.5097103918228281
107,1,5,1991,24231,0.011915961116337408,0.006693603934286873,0.5097103918228281
108,1,8,1991,10809,0.011915961116337408,0.006693603934286873,0.5097103918228281
109,1,1,1992,22828,0.011915961116337408,0.0033047929245134753,0.5100511073253834
110,1,3,1992,107917,0.011915961116337408,0.0033047929245134753,0.5100511073253834
111,1,4,1992,24733,0.011915961116337408,0.0033047929245134753,0.5100511073253834
112,1,5,1992,40000,0.011915961116337408,0.0033047929245134753,0.5100511073253834
113,1,8,1992,9939,0.011915961116337408,0.0033047929245134753,0.5100511073253834
114,1,1,1993,12500,0.011915961116337408,0.0027784427321310935,0.5349233390119251
115,1,3,1993,111215,0.011915961116337408,0.0027784427321310935,0.5349233390119251
116,1,4,1993,23111,0.011915961116337408,0.0027784427321310935,0.5349233390119251
117,1,5,1993,50000,0.011915961116337408,0.0027784427321310935,0.5349233390119251
118,1,8,1993,8097,0.011915961116337408,0.0027784427321310935,0.5349233390119251
119,1,1,1994,4512,0.011915961116337408,0.003412330635582404,0.5649063032367974
120,1,3,1994,95078,0.011915961116337408,0.003412330635582404,0.5649063032367974
121,1,4,1994,21374,0.011915961116337408,0.003412330635582404,0.5649063032367974
122,1,8,1994,7999,0.011915961116337408,0.003412330635582404,0.5649063032367974
123,1,1,1995,16115,0.011915961116337408,0.0073333649466107214,0.5471890971039183
124,1,3,1995,136768,0.011915961116337408,0.0073333649466107214,0.5471890971039183
125,1,4,1995,19598,0.011915961116337408,0.0073333649466107214,0.5471890971039183
126,1,5,1995,12667,0.011915961116337408,0.0073333649466107214,0.5471890971039183
127,1,8,1995,8924,0.011915961116337408,0.0073333649466107214,0.5471890971039183
128,1,1,1996,17154,0.011915961116337408,0.0013044011663994218,0.5267461669505964
129,1,3,1996,134629,0.011915961116337408,0.0013044011663994218,0.5267461669505964
130,1,4,1996,17861,0.011915961116337408,0.0013044011663994218,0.5267461669505964
131,1,5,1996,14750,0.011915961116337408,0.0013044011663994218,0.5267461669505964
132,1,8,1996,13090,0.011915961116337408,0.0013044011663994218,0.5267461669505964
133,1,1,1997,21417,0.011915961116337408,0.0010908212117985536,0.5635434412265758
134,1,3,1997,141042,0.011915961116337408,0.0010908212117985536,0.5635434412265758
135,1,4,1997,15000,0.011915961116337408,0.0010908212117985536,0.5635434412265758
136,1,5,1997,40000,0.011915961116337408,0.0010908212117985536,0.5635434412265758
137,1,8,1997,8016,0.011915961116337408,0.0010908212117985536,0.5635434412265758
138,1,1,1998,17222,0.011915961116337408,0.000877703492618209,0.5396933560477003
139,1,3,1998,160256,0.011915961116337408,0.000877703492618209,0.5396933560477003
140,1,4,1998,15000,0.011915961116337408,0.000877703492618209,0.5396933560477003
141,1,5,1998,24500,0.011915961116337408,0.000877703492618209,0.5396933560477003
142,1,8,1998,8847,0.011915961116337408,0.000877703492618209,0.5396933560477003
143,1,1,1999,22375,0.011915961116337408,0.0017793616561470947,0.5679727427597956
144,1,3,1999,153532,0.011915961116337408,0.0017793616561470947,0.5679727427597956
145,1,4,1999,13942,0.011915961116337408,0.0017793616561470947,0.5679727427597956
146,1,5,1999,27000,0.011915961116337408,0.0017793616561470947,0.5679727427597956
147,1,8,1999,10711,0.011915961116337408,0.0017793616561470947,0.5679727427597956
148,1,1,2000,36186,0.011915961116337408,0.0016412892170047382,0.565587734241908
149,1,3,2000,166143,0.011915961116337408,0.0016412892170047382,0.565587734241908
150,1,4,2000,13052,0.011915961116337408,0.0016412892170047382,0.565587734241908
151,1,5,2000,69500,0.011915961116337408,0.0016412892170047382,0.565587734241908
152,1,8,2000,9194,0.011915961116337408,0.0016412892170047382,0.565587734241908
153,1,1,2001,27175,0.011915961116337408,0.0019307029708903708,0.5734241908006814
154,1,3,2001,147018,0.011915961116337408,0.0019307029708903708,0.5734241908006814
155,1,4,2001,12314,0.011915961116337408,0.0019307029708903708,0.5734241908006814
156,1,5,2001,27750,0.011915961116337408,0.0019307029708903708,0.5734241908006814
157,1,8,2001,11104,0.011915961116337408,0.0019307029708903708,0.5734241908006814
158,1,1,2002,33480,0.011915961116337408,0.0022201167247760034,0.5638841567291313
159,1,3,2002,183774,0.011915961116337408,0.0022201167247760034,0.5638841567291313
160,1,4,2002,12959,0.011915961116337408,0.0022201167247760034,0.5638841567291313
161,1,5,2002,33900,0.011915961116337408,0.0022201167247760034,0.5638841567291313
162,1,8,2002,10739,0.011915961116337408,0.0022201167247760034,0.5638841567291313
163,1,1,2004,31729,0.011915961116337408,0.010190442080868575,0.547870528109029
164,1,3,2004,203585,0.011915961116337408,0.010190442080868575,0.547870528109029
165,1,4,2004,12829,0.011915961116337408,0.010190442080868575,0.547870528109029
166,1,5,2004,43316,0.011915961116337408,0.010190442080868575,0.547870528109029
167,1,8,2004,13582,0.011915961116337408,0.010190442080868575,0.547870528109029
168,1,1,2005,33864,0.011915961116337408,0.00995935156092551,0.5413969335604771
169,1,3,2005,216267,0.011915961116337408,0.00995935156092551,0.5413969335604771
170,1,4,2005,12998,0.011915961116337408,0.00995935156092551,0.5413969335604771
171,1,5,2005,33486,0.011915961116337408,0.00995935156092551,0.5413969335604771
172,1,8,2005,15057,0.011915961116337408,0.00995935156092551,0.5413969335604771
173,1,1,2006,65668,0.011915961116337408,0.011177069990817285,0.5734241908006814
174,1,3,2006,220689,0.011915961116337408,0.011177069990817285,0.5734241908006814
175,1,4,2006,12769,0.011915961116337408,0.011177069990817285,0.5734241908006814
176,1,5,2006,56728,0.011915961116337408,0.011177069990817285,0.5734241908006814
177,1,8,2006,15068,0.011915961116337408,0.011177069990817285,0.5734241908006814
178,1,1,2007,85625,0.011915961116337408,0.014657621136405235,0.5492333901192505
179,1,3,2007,189927,0.011915961116337408,0.014657621136405235,0.5492333901192505
180,1,4,2007,13375,0.011915961116337408,0.014657621136405235,0.5492333901192505
181,1,5,2007,119059,0.011915961116337408,0.014657621136405235,0.5492333901192505
182,1,8,2007,12742,0.011915961116337408,0.014657621136405235,0.5492333901192505
183,1,1,2008,44714,0.011915961116337408,0.03142134999063022,0.5536626916524703
184,1,3,2008,236393,0.011915961116337408,0.03142134999063022,0.5536626916524703
185,1,4,2008,13952,0.011915961116337408,0.03142134999063022,0.5536626916524703
186,1,5,2008,61786,0.011915961116337408,0.03142134999063022,0.5536626916524703
187,1,8,2008,11038,0.011915961116337408,0.03142134999063022,0.5536626916524703
188,1,1,2009,30914,0.011915961116337408,0.010517079381265802,0.5614991482112437
189,1,3,2009,250764,0.011915961116337408,0.010517079381265802,0.5614991482112437
190,1,4,2009,14594,0.011915961116337408,0.010517079381265802,0.5614991482112437
191,1,5,2009,90465,0.011915961116337408,0.010517079381265802,0.5614991482112437
192,1,8,2009,15975,0.011915961116337408,0.010517079381265802,0.5614991482112437
193,1,1,2010,25827,0.011915961116337408,0.003523430278421252,0.5550255536626917
194,1,3,2010,270526,0.011915961116337408,0.003523430278421252,0.5550255536626917
195,1,4,2010,15305,0.011915961116337408,0.003523430278421252,0.5550255536626917
196,1,5,2010,30286,0.011915961116337408,0.003523430278421252,0.5550255536626917
197,1,8,2010,14838,0.011915961116337408,0.003523430278421252,0.5550255536626917
198,1,1,2011,23374,0.011915961116337408,0.03769045866696308,0.561839863713799
199,1,3,2011,292806,0.011915961116337408,0.03769045866696308,0.561839863713799
200,1,4,2011,16081,0.011915961116337408,0.03769045866696308,0.561839863713799
201,1,5,2011,100000,0.011915961116337408,0.03769045866696308,0.561839863713799
202,1,8,2011,17405,0.011915961116337408,0.03769045866696308,0.561839863713799
203,1,1,2012,25583,0.011915961116337408,0.047256012839921126,0.5659284497444634
204,1,3,2012,304291,0.011915961116337408,0.047256012839921126,0.5659284497444634
205,1,4,2012,16667,0.011915961116337408,0.047256012839921126,0.5659284497444634
206,1,5,2012,206000,0.011915961116337408,0.047256012839921126,0.5659284497444634
207,1,8,2012,17639,0.011915961116337408,0.047256012839921126,0.5659284497444634
208,1,1,2013,33649,0.011915961116337408,0.04698109152598486,0.5570698466780238
209,1,3,2013,303218,0.011915961116337408,0.04698109152598486,0.5570698466780238
210,1,4,2013,17778,0.011915961116337408,0.04698109152598486,0.5570698466780238
211,1,5,2013,60000,0.011915961116337408,0.04698109152598486,0.5570698466780238
212,1,8,2013,19100,0.011915961116337408,0.04698109152598486,0.5570698466780238
213,2,0,1990,41177,0.3007212292254625,0.0001739092793923812,0.777512776831346
214,2,1,1990,2736,0.3007212292254625,0.0001739092793923812,0.777512776831346
215,2,3,1990,40000,0.3007212292254625,0.0001739092793923812,0.777512776831346
216,2,4,1990,9512,0.3007212292254625,0.0001739092793923812,0.777512776831346
217,2,7,1990,89342,0.3007212292254625,0.0001739092793923812,0.777512776831346
218,2,8,1990,7995,0.3007212292254625,0.0001739092793923812,0.777512776831346
219,2,0,1991,40295,0.3007212292254625,0.0002146947576738965,0.7741056218057922
220,2,1,1991,4013,0.3007212292254625,0.0002146947576738965,0.7741056218057922
221,2,3,1991,40000,0.3007212292254625,0.0002146947576738965,0.7741056218057922
222,2,4,1991,10000,0.3007212292254625,0.0002146947576738965,0.7741056218057922
223,2,7,1991,83001,0.3007212292254625,0.0002146947576738965,0.7741056218057922
224,2,8,1991,8000,0.3007212292254625,0.0002146947576738965,0.7741056218057922
225,2,0,1992,42295,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
226,2,1,1992,3778,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
227,2,3,1992,40000,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
228,2,4,1992,9106,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
229,2,7,1992,90000,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
230,2,8,1992,8000,0.3007212292254625,6.242897208957274e-05,0.7720613287904601
231,2,0,1993,42295,0.3007212292254625,0.0004594076273629882,0.778534923339012
232,2,1,1993,2627,0.3007212292254625,0.0004594076273629882,0.778534923339012
233,2,3,1993,70000,0.3007212292254625,0.0004594076273629882,0.778534923339012
234,2,4,1993,8000,0.3007212292254625,0.0004594076273629882,0.778534923339012
235,2,7,1993,88095,0.3007212292254625,0.0004594076273629882,0.778534923339012
236,2,8,1993,8876,0.3007212292254625,0.0004594076273629882,0.778534923339012
237,2,0,1994,58596,0.3007212292254625,6.922655180315862e-05,0.774787052810903
238,2,1,1994,2463,0.3007212292254625,6.922655180315862e-05,0.774787052810903
239,2,3,1994,90000,0.3007212292254625,6.922655180315862e-05,0.774787052810903
240,2,4,1994,8750,0.3007212292254625,6.922655180315862e-05,0.774787052810903
241,2,7,1994,83192,0.3007212292254625,6.922655180315862e-05,0.774787052810903
242,2,8,1994,10000,0.3007212292254625,6.922655180315862e-05,0.774787052810903
243,2,0,1995,51000,0.3007212292254625,0.0009134859522305251,0.792504258943782
244,2,1,1995,3517,0.3007212292254625,0.0009134859522305251,0.792504258943782
245,2,3,1995,76738,0.3007212292254625,0.0009134859522305251,0.792504258943782
246,2,4,1995,14615,0.3007212292254625,0.0009134859522305251,0.792504258943782
247,2,7,1995,81138,0.3007212292254625,0.0009134859522305251,0.792504258943782
248,2,8,1995,11855,0.3007212292254625,0.0009134859522305251,0.792504258943782
249,2,0,1996,48077,0.3007212292254625,0.00010865251414195673,0.7771720613287906
250,2,1,1996,6993,0.3007212292254625,0.00010865251414195673,0.7771720613287906
251,2,3,1996,70000,0.3007212292254625,0.00010865251414195673,0.7771720613287906
252,2,4,1996,17500,0.3007212292254625,0.00010865251414195673,0.7771720613287906
253,2,7,1996,85455,0.3007212292254625,0.00010865251414195673,0.7771720613287906
254,2,8,1996,13738,0.3007212292254625,0.00010865251414195673,0.7771720613287906
255,2,0,1997,44205,0.3007212292254625,0.00010865251414195673,0.7754684838160136
256,2,1,1997,5959,0.3007212292254625,0.00010865251414195673,0.7754684838160136
257,2,3,1997,68571,0.3007212292254625,0.00010865251414195673,0.7754684838160136
258,2,4,1997,20000,0.3007212292254625,0.00010865251414195673,0.7754684838160136
259,2,7,1997,78098,0.3007212292254625,0.00010865251414195673,0.7754684838160136
260,2,8,1997,15509,0.3007212292254625,0.00010865251414195673,0.7754684838160136
261,2,0,1998,55728,0.3007212292254625,0.00010865251414195673,0.8061328790459967
262,2,1,1998,7396,0.3007212292254625,0.00010865251414195673,0.8061328790459967
263,2,3,1998,62724,0.3007212292254625,0.00010865251414195673,0.8061328790459967
264,2,4,1998,20000,0.3007212292254625,0.00010865251414195673,0.8061328790459967
265,2,7,1998,76256,0.3007212292254625,0.00010865251414195673,0.8061328790459967
266,2,8,1998,17143,0.3007212292254625,0.00010865251414195673,0.8061328790459967
267,2,0,1999,59821,0.3007212292254625,0.00010865251414195673,0.7860306643952302
268,2,1,1999,6361,0.3007212292254625,0.00010865251414195673,0.7860306643952302
269,2,3,1999,54597,0.3007212292254625,0.00010865251414195673,0.7860306643952302
270,2,4,1999,14235,0.3007212292254625,0.00010865251414195673,0.7860306643952302
271,2,7,1999,82865,0.3007212292254625,0.00010865251414195673,0.7860306643952302
272,2,8,1999,17391,0.3007212292254625,0.00010865251414195673,0.7860306643952302
273,2,0,2000,82992,0.3007212292254625,0.00010865251414195673,0.7873935264054516
274,2,1,2000,5745,0.3007212292254625,0.00010865251414195673,0.7873935264054516
275,2,3,2000,29885,0.3007212292254625,0.00010865251414195673,0.7873935264054516
276,2,4,2000,13454,0.3007212292254625,0.00010865251414195673,0.7873935264054516
277,2,5,2000,3333,0.3007212292254625,0.00010865251414195673,0.7873935264054516
278,2,6,2000,2333,0.3007212292254625,0.00010865251414195673,0.7873935264054516
279,2,7,2000,34938,0.3007212292254625,0.00010865251414195673,0.7873935264054516
280,2,8,2000,17023,0.3007212292254625,0.00010865251414195673,0.7873935264054516
281,2,0,2001,94072,0.3007212292254625,0.00010865251414195673,0.7880749574105623
282,2,1,2001,5754,0.3007212292254625,0.00010865251414195673,0.7880749574105623
283,2,3,2001,42552,0.3007212292254625,0.00010865251414195673,0.7880749574105623
284,2,4,2001,13701,0.3007212292254625,0.00010865251414195673,0.7880749574105623
285,2,5,2001,3571,0.3007212292254625,0.00010865251414195673,0.7880749574105623
286,2,6,2001,2500,0.3007212292254625,0.00010865251414195673,0.7880749574105623
287,2,7,2001,44458,0.3007212292254625,0.00010865251414195673,0.7880749574105623
288,2,8,2001,16667,0.3007212292254625,0.00010865251414195673,0.7880749574105623
289,2,0,2002,110071,0.3007212292254625,0.00010865251414195673,0.8003407155025555
290,2,1,2002,6706,0.3007212292254625,0.00010865251414195673,0.8003407155025555
291,2,3,2002,42754,0.3007212292254625,0.00010865251414195673,0.8003407155025555
292,2,4,2002,13198,0.3007212292254625,0.00010865251414195673,0.8003407155025555
293,2,5,2002,3400,0.3007212292254625,0.00010865251414195673,0.8003407155025555
294,2,6,2002,2857,0.3007212292254625,0.00010865251414195673,0.8003407155025555
295,2,7,2002,42190,0.3007212292254625,0.00010865251414195673,0.8003407155025555
296,2,8,2002,15455,0.3007212292254625,0.00010865251414195673,0.8003407155025555
297,2,0,2004,125605,0.3007212292254625,0.00010865251414195673,0.7809199318568996
298,2,1,2004,5404,0.3007212292254625,0.00010865251414195673,0.7809199318568996
299,2,3,2004,20150,0.3007212292254625,0.00010865251414195673,0.7809199318568996
300,2,4,2004,11584,0.3007212292254625,0.00010865251414195673,0.7809199318568996
301,2,5,2004,3333,0.3007212292254625,0.00010865251414195673,0.7809199318568996
302,2,6,2004,3600,0.3007212292254625,0.00010865251414195673,0.7809199318568996
303,2,7,2004,45360,0.3007212292254625,0.00010865251414195673,0.7809199318568996
304,2,8,2004,12442,0.3007212292254625,0.00010865251414195673,0.7809199318568996
305,2,0,2005,117628,0.3007212292254625,0.00010865251414195673,0.7873935264054516
306,2,1,2005,6736,0.3007212292254625,0.00010865251414195673,0.7873935264054516
307,2,3,2005,23646,0.3007212292254625,0.00010865251414195673,0.7873935264054516
308,2,4,2005,6977,0.3007212292254625,0.00010865251414195673,0.7873935264054516
309,2,5,2005,3333,0.3007212292254625,0.00010865251414195673,0.7873935264054516
310,2,6,2005,3793,0.3007212292254625,0.00010865251414195673,0.7873935264054516
311,2,7,2005,46159,0.3007212292254625,0.00010865251414195673,0.7873935264054516
312,2,8,2005,10946,0.3007212292254625,0.00010865251414195673,0.7873935264054516
313,2,0,2006,117201,0.3007212292254625,0.00010865251414195673,0.7781942078364567
314,2,1,2006,4687,0.3007212292254625,0.00010865251414195673,0.7781942078364567
315,2,3,2006,52148,0.3007212292254625,0.00010865251414195673,0.7781942078364567
316,2,4,2006,4947,0.3007212292254625,0.00010865251414195673,0.7781942078364567
317,2,5,2006,4091,0.3007212292254625,0.00010865251414195673,0.7781942078364567
318,2,6,2006,4286,0.3007212292254625,0.00010865251414195673,0.7781942078364567
319,2,7,2006,44240,0.3007212292254625,0.00010865251414195673,0.7781942078364567
320,2,8,2006,10000,0.3007212292254625,0.00010865251414195673,0.7781942078364567
321,2,0,2007,115387,0.3007212292254625,0.00010865251414195673,0.7816013628620103
322,2,1,2007,5091,0.3007212292254625,0.00010865251414195673,0.7816013628620103
323,2,3,2007,62138,0.3007212292254625,0.00010865251414195673,0.7816013628620103
324,2,4,2007,5143,0.3007212292254625,0.00010865251414195673,0.7816013628620103
325,2,5,2007,4031,0.3007212292254625,0.00010865251414195673,0.7816013628620103
326,2,6,2007,6883,0.3007212292254625,0.00010865251414195673,0.7816013628620103
327,2,7,2007,58855,0.3007212292254625,0.00010865251414195673,0.7816013628620103
328,2,8,2007,10000,0.3007212292254625,0.00010865251414195673,0.7816013628620103
329,2,0,2008,148084,0.3007212292254625,0.00010865251414195673,0.7826235093696764
330,2,1,2008,7946,0.3007212292254625,0.00010865251414195673,0.7826235093696764
331,2,3,2008,85085,0.3007212292254625,0.00010865251414195673,0.7826235093696764
332,2,4,2008,5084,0.3007212292254625,0.00010865251414195673,0.7826235093696764
333,2,5,2008,929,0.3007212292254625,0.00010865251414195673,0.7826235093696764
334,2,6,2008,8575,0.3007212292254625,0.00010865251414195673,0.7826235093696764
335,2,7,2008,65437,0.3007212292254625,0.00010865251414195673,0.7826235093696764
336,2,8,2008,10000,0.3007212292254625,0.00010865251414195673,0.7826235093696764
337,2,0,2009,151759,0.3007212292254625,0.00010865251414195673,0.7846678023850086
338,2,1,2009,6614,0.3007212292254625,0.00010865251414195673,0.7846678023850086
339,2,3,2009,86509,0.3007212292254625,0.00010865251414195673,0.7846678023850086
340,2,4,2009,6028,0.3007212292254625,0.00010865251414195673,0.7846678023850086
341,2,5,2009,2480,0.3007212292254625,0.00010865251414195673,0.7846678023850086
342,2,6,2009,4449,0.3007212292254625,0.00010865251414195673,0.7846678023850086
343,2,7,2009,66475,0.3007212292254625,0.00010865251414195673,0.7846678023850086
344,2,8,2009,10000,0.3007212292254625,0.00010865251414195673,0.7846678023850086
345,2,0,2010,155782,0.3007212292254625,0.00010865251414195673,0.7884156729131176
346,2,1,2010,7200,0.3007212292254625,0.00010865251414195673,0.7884156729131176
347,2,3,2010,87425,0.3007212292254625,0.00010865251414195673,0.7884156729131176
348,2,4,2010,7403,0.3007212292254625,0.00010865251414195673,0.7884156729131176
349,2,5,2010,2814,0.3007212292254625,0.00010865251414195673,0.7884156729131176
350,2,6,2010,4446,0.3007212292254625,0.00010865251414195673,0.7884156729131176
